Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,mortgage_interest,inflation_rates
406,20,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1976,1993,Gable,CompShg,Plywood,Plywood,,0.0,3,3,CBlock,3.0,3.0,0.0,3.0,1116,0.0,0,165,1281,GasA,5,Y,1,1620,0,0,1620,1,0,2,0,3,1,3,8,Min1,1,3.0,Attchd,1993.0,1.0,2,490,3.0,3.0,1,120,78,0,0,0,0,,0,,0,6,2009,WD,Normal,150000,5.0365,0.1662
407,50,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,BrkTil,3.0,3.0,0.0,0.0,0,0.0,0,1064,1064,GasA,5,Y,1,1166,0,0,1639,0,0,1,0,3,1,3,6,Maj2,0,3.461038961038961,Detchd,1936.0,1.0,1,240,3.0,3.0,1,0,0,0,0,0,0,,0,,0,3,2008,WD,Normal,115000,6.0272,2.8263
408,70,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1915,1976,Gable,CompShg,Wd Sdng,Plywood,,0.0,3,3,BrkTil,4.0,3.0,0.0,0.0,0,0.0,0,840,840,GasA,5,Y,1,840,840,0,1680,0,0,2,0,4,1,3,8,Typ,0,3.461038961038961,Attchd,1960.0,1.0,1,308,3.0,3.0,1,0,0,0,0,0,0,,0,,0,3,2008,WD,Normal,177000,6.0272,2.8263
409,60,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,5.0,3.0,0.0,0.0,0,0.0,0,1063,1063,GasA,5,Y,1,1071,1101,0,2172,0,0,2,1,3,1,4,9,Typ,1,4.0,Attchd,2006.0,2.0,3,480,3.0,3.0,1,192,62,0,0,0,0,,0,,0,8,2007,New,Partial,163000,6.3373,2.6616
410,60,FV,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,0.0,4,3,PConc,5.0,3.0,0.0,5.0,789,0.0,0,245,1034,GasA,5,Y,1,1050,1028,0,2078,1,0,2,1,3,1,5,8,Typ,1,4.0,Attchd,2008.0,3.0,3,836,3.0,3.0,1,0,25,0,0,0,0,,0,,0,4,2008,New,Partial,163000,6.0272,2.8263
411,20,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,BrkComm,Brk Cmn,,0.0,3,3,CBlock,3.0,3.0,0.0,0.0,0,0.0,0,1276,1276,GasA,3,Y,1,1276,0,0,1276,0,0,1,0,3,1,3,5,Mod,0,3.461038961038961,Attchd,1958.0,1.0,1,350,3.0,3.0,1,0,0,0,0,0,0,,0,,0,6,2009,COD,Abnorml,60000,5.0365,0.1662
412,190,RL,70.04995836802665,9478,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,CBlock,3.0,3.0,0.0,2.0,1056,0.0,0,0,1056,GasA,3,N,1,1056,0,0,1056,1,0,1,0,3,1,3,5,Typ,0,3.461038961038961,Attchd,1955.0,3.0,2,572,3.0,3.0,1,264,0,0,0,0,0,,0,,0,1,2006,WD,Normal,145000,6.4133,2.9006
413,20,FV,70.04995836802665,9478,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,MetalSd,MetalSd,Stone,0.0,5,3,PConc,5.0,3.0,0.0,5.0,578,0.0,0,892,1470,GasA,5,Y,1,1478,0,0,1478,1,0,2,1,2,1,4,7,Typ,1,4.0,Attchd,2009.0,3.0,2,484,3.0,3.0,1,0,25,0,0,0,0,,0,,0,6,2010,New,Partial,222000,4.6898,1.0979
414,30,RM,70.04995836802665,9478,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,6,1927,1950,Gable,CompShg,WdShing,Wd Shng,,0.0,3,3,CBlock,3.0,3.0,0.0,0.0,0,0.0,0,1008,1008,GasA,4,Y,1,1028,0,0,1028,0,0,1,0,2,1,3,5,Typ,1,4.0,Detchd,1927.0,1.0,2,360,3.0,3.0,1,0,0,0,0,0,0,,0,,0,3,2010,WD,Normal,115000,4.6898,1.0979
415,60,RL,70.04995836802665,9478,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,VinylSd,VinylSd,,0.0,4,3,PConc,4.0,3.0,0.0,3.0,50,0.0,0,499,1080,GasA,5,Y,1,1080,1017,0,2097,0,0,2,1,3,1,4,9,Typ,1,3.0,Attchd,1993.0,1.0,3,678,3.0,3.0,1,196,25,0,0,0,0,,0,,0,12,2008,WD,Normal,228000,6.0272,2.8263
416,20,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,4,3,PConc,4.0,3.0,0.0,5.0,24,0.0,0,1316,1340,GasA,5,Y,1,1340,0,0,1340,0,0,2,0,3,1,4,6,Typ,0,3.461038961038961,Attchd,2007.0,3.0,2,396,3.0,3.0,1,100,30,0,0,0,0,,0,,0,8,2007,New,Partial,181134,6.3373,2.6616
417,60,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,209,0.0,0,463,672,GasA,3,Y,1,672,728,0,1400,0,0,1,1,3,1,3,6,Typ,1,3.0,Attchd,1978.0,3.0,2,440,3.0,3.0,1,0,0,0,0,0,0,,0,,0,3,2006,WD,Normal,149500,6.4133,2.9006
418,70,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6,6,1918,1950,Hip,CompShg,Wd Sdng,Stucco,,0.0,3,3,BrkTil,4.0,3.0,0.0,3.0,1128,0.0,0,242,1370,GasW,3,N,1,1370,1254,0,1464,1,0,2,1,4,1,3,10,Typ,1,4.0,Detchd,1918.0,1.0,3,864,3.0,3.0,1,0,0,0,0,0,0,,0,,0,11,2007,WD,Normal,239000,6.3373,2.6616
419,50,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,BrkTil,3.0,3.0,0.0,4.0,312,0.0,0,444,756,GasA,2,N,1,756,378,0,1134,1,0,1,1,3,1,3,7,Typ,0,3.461038961038961,Detchd,1940.0,1.0,1,240,3.0,3.0,1,0,0,0,0,0,0,,0,,0,4,2007,WD,AdjLand,126000,6.3373,2.6616
420,20,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,CBlock,3.0,3.0,0.0,3.0,775,0.0,0,281,1056,GasA,5,Y,1,1056,0,0,1056,1,0,1,0,3,1,3,6,Typ,1,3.461038961038961,Attchd,1968.0,1.0,1,304,3.0,3.0,1,0,85,0,0,0,0,,0,,0,7,2010,WD,Normal,142000,4.6898,1.0979
421,90,RM,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,3,PConc,4.0,3.0,0.0,5.0,1309,0.0,0,35,1344,GasA,5,Y,1,1344,0,0,1344,2,0,2,0,2,1,3,8,Typ,0,3.461038961038961,Attchd,1997.0,3.0,2,784,3.0,3.0,1,0,0,0,0,0,0,,0,,0,11,2008,WD,Alloca,206300,6.0272,2.8263
422,20,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2000,Gable,CompShg,CemntBd,CmentBd,Stone,0.0,4,3,CBlock,4.0,3.0,0.0,4.0,1246,0.0,0,356,1602,GasA,4,Y,1,1602,0,0,1602,0,0,2,0,3,1,4,8,Typ,1,3.0,Attchd,1977.0,3.0,2,529,3.0,3.0,1,240,0,0,0,0,0,,0,,0,6,2009,WD,Normal,215000,5.0365,0.1662
423,20,RL,70.04995836802665,9478,Pave,,Reg,HLS,AllPub,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,5,5,1954,1954,Hip,CompShg,HdBoard,HdBoard,,0.0,3,3,CBlock,3.0,3.0,0.0,0.0,0,0.0,0,988,988,GasA,5,Y,1,988,0,0,988,0,0,1,0,2,1,3,4,Typ,0,3.461038961038961,Attchd,1954.0,2.0,2,520,3.0,3.0,1,0,0,0,0,0,0,,0,,0,2,2008,WD,Normal,113000,6.0272,2.8263
424,60,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,4.0,3.0,0.0,5.0,986,0.0,0,484,1470,GasA,4,Y,1,1470,1160,0,1464,1,0,2,1,4,1,4,8,Typ,1,3.0,Attchd,1998.0,3.0,3,696,3.0,3.0,1,0,66,0,0,0,0,,0,,0,6,2008,WD,Normal,163000,6.0272,2.8263
425,20,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,3,3,CBlock,4.0,3.0,0.0,1.0,616,0.0,0,580,1196,GasA,4,Y,1,1196,0,0,1196,1,0,1,0,2,1,3,6,Typ,1,4.0,Attchd,1956.0,2.0,1,297,3.0,3.0,1,0,44,0,0,0,0,,0,,0,5,2008,WD,Normal,139000,6.0272,2.8263
426,60,RM,70.04995836802665,9478,Pave,Grvl,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,5,1946,1992,Gable,CompShg,HdBoard,HdBoard,,0.0,3,3,CBlock,3.0,3.0,0.0,0.0,0,0.0,0,651,651,GasA,4,Y,1,707,682,0,1389,0,0,1,1,3,1,3,6,Typ,2,4.0,Detchd,1947.0,1.0,1,240,3.0,3.0,1,0,0,0,0,0,0,,0,,0,9,2009,WD,Normal,135000,5.0365,0.1662
427,80,RL,70.04995836802665,9478,Pave,,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,4,3,PConc,4.0,3.0,0.0,5.0,1518,0.0,0,0,1518,GasA,4,Y,1,1644,0,0,1644,1,0,2,0,2,1,4,5,Typ,1,3.0,Attchd,1989.0,3.0,2,569,3.0,3.0,1,80,0,0,0,0,0,,0,,0,8,2009,WD,Normal,163000,5.0365,0.1662
428,20,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1957,1957,Hip,CompShg,MetalSd,MetalSd,,0.0,3,3,CBlock,3.0,3.0,0.0,2.0,288,0.0,0,619,907,GasA,5,Y,1,907,0,0,907,0,0,1,0,3,1,3,5,Typ,0,3.461038961038961,Detchd,1964.0,1.0,1,352,3.0,3.0,1,0,0,0,0,0,0,,0,,0,7,2008,WD,Normal,109008,6.0272,2.8263
429,20,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,4.0,3.0,0.0,5.0,664,0.0,0,544,1208,GasA,5,Y,1,1208,0,0,1208,1,0,2,0,2,1,4,6,Typ,0,3.461038961038961,Attchd,2007.0,2.0,2,628,3.0,3.0,1,105,54,0,0,0,0,,0,,0,9,2007,New,Partial,195400,6.3373,2.6616
430,20,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,,0.0,3,3,CBlock,4.0,3.0,0.0,5.0,1005,0.0,0,387,1392,GasA,3,Y,1,1412,0,0,1412,1,0,2,0,3,1,4,6,Typ,1,3.0,Attchd,1988.0,1.0,2,576,3.0,3.0,1,0,0,0,0,0,0,,0,,0,3,2009,WD,Normal,175000,5.0365,0.1662
431,160,RM,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,387,0.0,0,96,483,GasA,3,Y,1,483,504,0,987,0,0,1,1,2,1,3,4,Typ,0,3.461038961038961,Detchd,1971.0,1.0,1,264,3.0,3.0,1,0,0,0,0,0,0,,0,,0,7,2008,COD,Abnorml,85400,6.0272,2.8263
432,50,RM,70.04995836802665,9478,Pave,,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7,1920,1998,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,BrkTil,3.0,3.0,0.0,0.0,0,0.0,0,901,901,GasA,4,Y,1,1088,110,0,1198,0,0,1,0,4,1,3,7,Typ,0,3.461038961038961,Attchd,1978.5061638868744,1.8165337200870195,0,0,3.0,3.0,1,0,25,0,0,0,0,,0,,0,9,2008,ConLD,Abnorml,79900,6.0272,2.8263
433,160,RM,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,471,0.0,0,294,765,GasA,5,Y,1,765,600,0,1365,1,0,1,1,2,1,3,6,Min1,0,3.461038961038961,Detchd,1971.0,1.0,2,440,3.0,3.0,1,240,36,0,0,0,0,,0,,0,8,2007,WD,Normal,122500,6.3373,2.6616
434,60,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,PConc,4.0,3.0,0.0,0.0,0,0.0,0,926,926,GasA,5,Y,1,926,678,0,1604,0,0,2,1,3,1,3,7,Typ,1,3.0,Attchd,1997.0,3.0,2,470,3.0,3.0,1,0,36,0,0,0,0,,0,,0,7,2008,WD,Normal,181000,6.0272,2.8263
435,180,RM,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,,0.0,3,3,CBlock,4.0,3.0,0.0,4.0,495,0.0,0,135,630,GasA,4,Y,1,630,0,0,630,1,0,1,0,1,1,3,3,Typ,0,3.461038961038961,Attchd,1978.5061638868744,1.8165337200870195,0,0,3.0,3.0,1,88,0,0,0,0,0,,0,,0,6,2008,WD,Normal,81000,6.0272,2.8263
436,60,RL,70.04995836802665,9478,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,,0.0,4,3,PConc,4.0,3.0,0.0,5.0,385,0.0,0,70,799,GasA,5,Y,1,827,834,0,1661,1,0,2,1,3,1,4,6,Typ,1,3.0,Attchd,1996.0,2.0,2,550,3.0,3.0,1,158,61,0,0,0,0,,0,,0,4,2009,ConLw,Normal,212000,5.0365,0.1662
437,50,RM,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,5,1920,1950,Gable,CompShg,Stucco,Stucco,,0.0,3,3,BrkTil,2.0,3.0,0.0,0.0,0,0.0,0,648,648,GasA,3,Y,1,734,384,0,1118,0,0,1,0,2,1,3,6,Typ,0,3.461038961038961,Detchd,1990.0,1.0,2,440,3.0,3.0,1,0,0,0,0,0,0,,0,,0,10,2006,WD,Normal,116000,6.4133,2.9006
438,45,RM,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,4,3,PConc,3.0,3.0,0.0,0.0,0,0.0,0,884,884,GasA,4,Y,1,904,0,0,904,0,0,1,0,2,1,3,4,Typ,0,3.461038961038961,Detchd,1926.0,1.0,1,180,3.0,3.0,1,0,0,0,0,0,0,,0,,0,1,2009,WD,Normal,119000,5.0365,0.1662
439,30,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1913,2002,Gable,CompShg,WdShing,Stucco,,0.0,3,3,PConc,3.0,3.0,0.0,1.0,365,0.0,0,75,440,GasA,3,N,1,694,0,0,694,0,0,1,0,2,1,4,4,Typ,1,4.0,Detchd,1990.0,1.0,1,352,3.0,3.0,1,0,0,0,0,0,0,,0,,0,3,2007,WD,Normal,90350,6.3373,2.6616
440,50,RL,70.04995836802665,9478,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,5,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,BrkTil,3.0,3.0,0.0,0.0,0,0.0,0,684,684,GasA,4,Y,1,684,512,0,1196,0,0,1,0,3,1,4,7,Typ,0,3.461038961038961,Detchd,2005.0,1.0,2,528,3.0,3.0,1,0,46,0,0,0,0,,0,Shed,0,8,2009,ConLI,Normal,110000,5.0365,0.1662
441,20,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,5,3,PConc,5.0,3.0,0.0,5.0,383,0.0,0,788,991,GasA,5,Y,1,1087,0,0,2402,1,0,2,0,2,1,5,10,Typ,2,4.0,Attchd,2008.0,3.0,3,672,3.0,3.0,1,0,72,0,0,0,0,,0,,0,4,2009,WD,Normal,163000,5.0365,0.1662
442,90,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,4,1955,1955,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,133,0.0,0,1307,1440,GasA,3,N,1,1440,0,0,1440,0,0,2,0,4,1,2,8,Typ,0,3.461038961038961,Attchd,1978.5061638868744,1.8165337200870195,0,0,3.0,3.0,1,0,0,0,0,0,0,,0,,0,9,2008,WD,Normal,118000,6.0272,2.8263
443,50,RM,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,PConc,3.0,3.0,0.0,0.0,0,0.0,0,1078,1078,GasA,3,Y,1,1128,445,0,1573,0,0,2,0,3,1,3,8,Typ,1,4.0,Detchd,1930.0,1.0,2,360,3.0,3.0,1,0,0,0,0,0,0,,0,,0,6,2008,WD,Normal,162900,6.0272,2.8263
444,120,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,WdShing,Wd Shng,BrkFace,0.0,4,3,PConc,5.0,3.0,0.0,0.0,0,0.0,0,1258,1258,GasA,5,Y,1,1258,0,0,1258,0,0,2,0,2,1,4,6,Typ,1,4.0,Attchd,2007.0,3.0,3,648,3.0,3.0,1,144,16,0,0,0,0,,0,,0,6,2007,New,Partial,172500,6.3373,2.6616
445,60,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,,0.0,4,3,PConc,4.0,3.0,0.0,5.0,642,0.0,0,273,915,GasA,5,Y,1,933,975,0,1908,1,0,2,1,4,1,4,8,Typ,1,3.0,Attchd,1994.0,1.0,2,493,3.0,3.0,1,144,25,0,0,0,0,,0,,0,7,2008,WD,Normal,210000,6.0272,2.8263
446,20,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,CBlock,3.0,3.0,0.0,0.0,0,0.0,0,1436,1436,GasA,2,Y,1,1689,0,0,1689,0,0,1,0,3,1,3,7,Typ,1,4.0,Attchd,1956.0,1.0,2,480,3.0,3.0,1,0,0,0,0,0,0,,0,,0,11,2009,COD,Normal,127500,5.0365,0.1662
447,20,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,PosA,Norm,1Fam,1Story,6,6,1966,2002,Gable,CompShg,BrkFace,Plywood,,0.0,4,3,CBlock,3.0,3.0,0.0,4.0,247,0.0,0,557,1517,GasA,5,Y,1,1888,0,0,1888,0,0,2,1,2,1,4,6,Mod,1,4.0,Attchd,1966.0,3.0,2,578,3.0,3.0,1,0,0,0,0,0,0,,0,,0,6,2010,WD,Normal,190000,4.6898,1.0979
448,60,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,,0.0,4,3,PConc,4.0,3.0,0.0,0.0,0,0.0,0,930,930,GasA,4,Y,1,956,930,0,1886,0,0,2,1,4,1,4,10,Typ,1,3.0,Attchd,1998.0,3.0,2,431,3.0,3.0,1,89,0,0,0,0,0,,0,,0,7,2006,WD,Normal,199900,6.4133,2.9006
449,50,RM,70.04995836802665,9478,Pave,,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,BrkTil,3.0,3.0,0.0,0.0,0,0.0,0,780,780,GasA,3,Y,1,780,596,0,1376,0,0,2,0,3,1,3,7,Typ,1,4.0,Detchd,1937.0,1.0,1,198,3.0,3.0,1,0,0,0,0,0,0,,0,,0,6,2006,WD,Normal,119500,6.4133,2.9006
450,50,RM,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,7,1948,2002,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,331,0.0,0,318,649,GasA,5,Y,1,679,504,0,1183,0,0,1,1,2,1,3,6,Typ,0,3.461038961038961,Detchd,1981.0,1.0,1,308,3.0,3.0,1,0,25,0,0,0,0,,0,,0,6,2007,WD,Normal,120000,6.3373,2.6616
451,30,RM,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,5,1930,2005,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,BrkTil,3.0,3.0,0.0,0.0,0,0.0,0,813,813,GasA,5,Y,1,813,0,0,813,0,0,1,0,2,1,4,5,Typ,0,3.461038961038961,Detchd,1932.0,1.0,1,270,3.0,3.0,1,0,25,0,0,0,0,,0,,0,6,2006,WD,Normal,110000,6.4133,2.9006
452,20,RL,70.04995836802665,9478,Pave,,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,1975,1975,Gable,WdShngl,Plywood,Plywood,,0.0,3,3,CBlock,4.0,3.0,0.0,4.0,655,0.0,0,878,1533,GasA,3,Y,1,1533,0,0,1533,1,0,2,0,2,1,4,5,Typ,2,3.0,Attchd,1975.0,1.0,2,576,3.0,3.0,1,200,54,0,0,0,0,,0,,0,12,2006,WD,Normal,163000,6.4133,2.9006
453,60,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,6,5,1996,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,5.0,3.0,0.0,4.0,742,0.0,0,130,872,GasA,5,Y,1,888,868,0,1756,1,0,2,1,3,1,3,7,Typ,0,3.461038961038961,Attchd,1996.0,3.0,2,422,3.0,3.0,1,144,25,0,0,0,0,,0,,0,7,2007,WD,Normal,204000,6.3373,2.6616
454,60,FV,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,,0.0,4,3,PConc,4.0,3.0,0.0,0.0,0,0.0,0,768,768,GasA,5,Y,1,786,804,0,1590,0,0,2,1,3,1,4,6,Typ,0,3.461038961038961,Attchd,2008.0,2.0,2,676,3.0,3.0,1,0,30,0,0,0,0,,0,,0,6,2009,WD,Normal,210000,5.0365,0.1662
455,90,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,5,1976,1976,Gable,CompShg,Plywood,Plywood,,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,1606,0.0,0,122,1728,GasA,3,Y,1,1728,0,0,1728,2,0,2,0,4,1,3,8,Typ,0,3.461038961038961,Detchd,1976.0,1.0,2,560,3.0,3.0,1,0,0,0,0,0,0,,0,,0,7,2006,WD,Family,188000,6.4133,2.9006
